City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
97,Port Alfred,ZA,2022-11-17 01:31:47,-33.5906,26.891,62.19,95,99,8.03
98,Banepa,NP,2022-11-17 01:31:47,27.6298,85.5214,48.52,93,75,2.3
99,Flin Flon,CA,2022-11-17 01:31:47,54.7682,-101.865,17.44,91,100,13.8
100,Marau,BR,2022-11-17 01:31:47,-28.4492,-52.2,57.33,67,0,3.96
101,Rio Gallegos,AR,2022-11-17 01:31:48,-51.6226,-69.2181,51.85,50,0,33.38
102,Jalu,LY,2022-11-17 01:31:48,29.0331,21.5482,61.36,38,0,10.04
103,Tucurui,BR,2022-11-17 01:31:48,-3.7661,-49.6725,78.19,78,87,2.08
104,Longyearbyen,SJ,2022-11-17 01:30:35,78.2186,15.6401,21.04,68,20,16.11
105,Katsuura,JP,2022-11-17 01:31:49,35.1333,140.3,61.05,67,91,15.37
106,Olafsvik,IS,2022-11-17 01:31:49,64.8945,-23.7142,44.31,74,72,22.1
107,Sosnovo-Ozerskoye,RU,2022-11-17 01:31:49,52.5249,111.5418,20.97,83,37,9.42
108,Makakilo City,US,2022-11-17 01:31:50,21.3469,-158.0858,82.72,54,40,18.41
109,Vytegra,RU,2022-11-17 01:31:50,61.0064,36.4481,30.7,86,85,8.7
110,Stephenville,US,2022-11-17 01:31:09,32.2207,-98.2023,46.53,65,75,0.0
111,Saint-Denis,FR,2022-11-17 01:31:50,48.9167,2.3333,56.17,79,100,28.77
112,Batabano,CU,2022-11-17 01:31:51,22.7164,-82.2881,77.72,82,22,12.41
113,Miranda De Ebro,ES,2022-11-17 01:31:51,42.6865,-2.947,61.25,69,100,17.34
114,Tommot,RU,2022-11-17 01:31:51,58.9564,126.2925,4.59,96,100,2.13
115,Marsa Matruh,EG,2022-11-17 01:31:51,31.3525,27.2453,64.62,69,2,9.55
116,Svetlaya,RU,2022-11-17 01:31:52,46.5389,138.3297,32.94,52,5,2.82
117,Meulaboh,ID,2022-11-17 01:31:52,4.1363,96.1285,78.21,83,100,4.68
118,Pangody,RU,2022-11-17 01:31:52,65.85,74.4859,3.94,96,100,10.31
119,Sorong,ID,2022-11-17 01:31:53,-0.8833,131.25,83.66,73,62,3.87
120,Rosita,NI,2022-11-17 01:31:53,13.9268,-84.4032,72.32,99,94,3.02
121,Esperance,AU,2022-11-17 01:31:53,-33.8667,121.9,73.17,51,6,9.64
122,Deskati,GR,2022-11-17 01:31:53,39.9225,21.8028,48.96,71,97,3.89
123,Stornoway,GB,2022-11-17 01:31:54,58.2093,-6.3865,46.36,76,98,4.61
124,Tessalit,ML,2022-11-17 01:31:54,20.1986,1.0114,66.97,16,51,6.62
125,Tiksi,RU,2022-11-17 01:31:54,71.6872,128.8694,-20.58,99,95,3.69
126,Kribi,CM,2022-11-17 01:31:55,2.95,9.9167,77.29,87,99,6.71
127,Gat,IL,2022-11-17 01:31:55,31.61,34.7642,64.4,100,17,5.32
128,Havre-Saint-Pierre,CA,2022-11-17 01:31:55,50.2334,-63.5986,28.4,86,100,11.5
129,Marzuq,YE,2022-11-17 01:31:56,14.4,46.4667,61.11,58,2,1.21
130,Thompson,CA,2022-11-17 01:31:56,55.7435,-97.8558,15.96,86,100,13.8
131,Dingle,PH,2022-11-17 01:31:56,10.9995,122.6711,84.15,77,60,10.47
132,Ashtian,IR,2022-11-17 01:31:57,34.5217,50.0019,43.02,85,17,3.09
133,Saint-Philippe,RE,2022-11-17 01:30:43,-21.3585,55.7679,65.79,75,19,5.68
134,Cacoal,BR,2022-11-17 01:31:57,-11.4386,-61.4472,76.59,77,100,4.12
135,Chuy,UY,2022-11-17 01:32:57,-33.6971,-53.4616,60.76,83,0,5.23
136,Ribeira Grande,PT,2022-11-17 01:32:58,38.5167,-28.7,62.78,62,15,8.01
137,Gurlan,UZ,2022-11-17 01:32:58,41.8447,60.3919,32.07,51,100,12.68
138,Nipawin,CA,2022-11-17 01:30:24,53.3668,-104.0009,19.44,79,100,18.41
139,Manaquiri,BR,2022-11-17 01:32:58,-3.3167,-60.35,82.89,71,99,3.44
140,Pringsewu,ID,2022-11-17 01:32:59,-5.3582,104.9744,78.94,87,95,4.18
141,Hofn,IS,2022-11-17 01:32:59,64.2539,-15.2082,46.67,88,100,24.54
142,Tuatapere,NZ,2022-11-17 01:32:59,-46.1333,167.6833,60.94,82,100,5.06
143,Adrar,MR,2022-11-17 01:33:00,20.5022,-10.0711,72.55,23,0,10.58
144,Praya,CV,2022-11-17 01:33:00,14.9215,-23.5087,75.74,69,20,8.05
145,Lubao,PH,2022-11-17 01:33:00,14.9167,120.55,84.27,70,100,12.39
146,Barcelos,PT,2022-11-17 01:33:00,41.5388,-8.6151,62.92,96,100,8.57
147,Gambela,ET,2022-11-17 01:33:01,8.25,34.5833,71.37,70,13,3.6
148,Kununurra,AU,2022-11-17 01:33:01,-15.7667,128.7333,82.38,78,25,4.61
149,Celestun,MX,2022-11-17 01:33:01,20.8667,-90.4,77.79,81,8,12.84
150,Mugur-Aksy,RU,2022-11-17 01:33:02,50.35,90.5,13.33,67,68,13.29
151,Millville,US,2022-11-17 01:33:02,39.4021,-75.0393,44.73,60,75,8.05
152,Grand-Lahou,CI,2022-11-17 01:33:02,5.1367,-5.0242,77.5,82,12,3.96
153,Vrangel,RU,2022-11-17 01:33:03,42.7297,133.0839,42.03,47,55,0.22
154,Qaqortoq,GL,2022-11-17 01:33:03,60.7167,-46.0333,7.0,91,14,5.53
155,College,US,2022-11-17 01:33:03,64.8569,-147.8028,10.38,85,20,0.0
156,Saint-Augustin,CA,2022-11-17 01:33:04,51.226,-58.6502,20.68,92,100,2.24
157,Scottsbluff,US,2022-11-17 01:33:04,41.8666,-103.6672,36.72,60,40,5.75
158,Korla,CN,2022-11-17 01:33:04,41.7597,86.1469,38.89,46,100,4.27
159,Bengkulu,ID,2022-11-17 01:33:05,-3.8004,102.2655,74.98,90,100,7.09
160,Severo-Kurilsk,RU,2022-11-17 01:33:05,50.6789,156.125,35.47,61,94,6.26
161,Sorland,NO,2022-11-17 01:33:05,67.667,12.6934,44.46,54,50,11.36
162,Asau,RO,2022-11-17 01:33:06,46.4333,26.4,38.32,87,100,2.08
163,Komsomolskiy,UZ,2022-11-17 01:33:06,40.4272,71.7189,36.32,80,9,0.0
164,Port Hardy,CA,2022-11-17 01:33:06,50.6996,-127.4199,33.98,100,40,3.44
165,Port Lincoln,AU,2022-11-17 01:32:12,-34.7333,135.8667,62.4,62,2,16.73
166,Mar Del Plata,AR,2022-11-17 01:33:07,-38.0023,-57.5575,66.83,88,0,4.61
167,Novaky,SK,2022-11-17 01:33:07,48.7111,18.5339,45.45,95,100,2.55
168,Srednekolymsk,RU,2022-11-17 01:33:08,67.45,153.6833,-4.97,99,100,7.38
169,Aleksandrov Gay,RU,2022-11-17 01:33:08,50.147,48.5704,32.94,87,100,11.41
170,Pevek,RU,2022-11-17 01:33:08,69.7008,170.3133,4.71,95,100,7.85
171,Yerbogachen,RU,2022-11-17 01:33:09,61.2767,108.0108,7.02,95,100,2.19
172,Yumen,CN,2022-11-17 01:33:09,40.2833,97.2,34.7,28,0,10.47
173,Upata,VE,2022-11-17 01:30:45,8.0086,-62.3989,71.08,95,100,3.51
174,Jibuti,DJ,2022-11-17 01:33:09,11.5,42.5,69.49,77,6,11.48
175,Klaksvik,FO,2022-11-17 01:33:10,62.2266,-6.589,50.92,89,90,33.6
176,Linxia,CN,2022-11-17 01:33:10,35.6003,103.2064,42.42,54,81,0.92
177,Swan Hill,AU,2022-11-17 01:33:10,-35.3378,143.5544,64.04,45,26,10.49
178,Kousseri,CM,2022-11-17 01:34:11,12.0769,15.0306,67.96,42,5,6.91
179,Codrington,AU,2022-11-17 01:34:11,-38.2667,141.9667,58.89,65,81,10.54
180,Opuwo,NA,2022-11-17 01:34:11,-18.0607,13.84,75.4,34,97,6.31
181,Vardo,NO,2022-11-17 01:34:12,70.3705,31.1107,35.58,48,72,12.66
182,Georgetown,MY,2022-11-17 01:34:12,5.4112,100.3354,82.33,90,20,3.44
183,Berlevag,NO,2022-11-17 01:30:34,70.8578,29.0864,41.0,55,13,16.04
184,Sabinas Hidalgo,MX,2022-11-17 01:34:12,26.5,-100.1667,50.54,55,100,4.09
185,Hammerfest,NO,2022-11-17 01:34:13,70.6634,23.6821,36.05,55,46,3.44
186,Yinchuan,CN,2022-11-17 01:34:13,38.4681,106.2731,44.83,45,0,5.86
187,Jertih,MY,2022-11-17 01:34:14,5.7336,102.4897,77.11,90,100,4.36
188,Cockburn Town,TC,2022-11-17 01:34:14,21.4612,-71.1419,82.36,74,40,9.22
189,Marang,MY,2022-11-17 01:34:14,5.2056,103.2059,84.96,81,100,3.56
190,Saint George,US,2022-11-17 01:31:02,37.1041,-113.5841,46.99,34,0,5.75
191,Tibati,CM,2022-11-17 01:34:15,6.4667,12.6333,70.18,45,74,1.7
192,Bereda,ES,2022-11-17 01:34:15,43.2686,-7.5406,55.42,96,70,9.13
193,Leningradskiy,RU,2022-11-17 01:34:15,69.3833,178.4167,5.34,93,100,2.77
194,Fuerte Olimpo,PY,2022-11-17 01:34:16,-21.0415,-57.8738,68.9,65,0,5.21
195,Beringovskiy,RU,2022-11-17 01:31:56,63.05,179.3167,31.55,95,100,3.83
196,Itoman,JP,2022-11-17 01:34:16,26.1247,127.6694,77.38,69,75,13.8
197,Lata,PT,2022-11-17 01:34:17,40.1629,-8.3327,63.07,97,100,10.29
198,San Cristobal,VE,2022-11-17 01:34:17,7.7669,-72.225,69.98,98,100,1.95
199,Poum,NC,2022-11-17 01:34:18,-20.2333,164.0167,79.93,76,100,5.57
200,Ancud,CL,2022-11-17 01:34:18,-41.8697,-73.8203,53.11,93,23,5.53
201,Phon Thong,TH,2022-11-17 01:34:18,16.3016,103.9768,80.47,64,2,8.63
202,Piacabucu,BR,2022-11-17 01:34:19,-10.4056,-36.4344,76.05,86,14,8.84
203,Dakar,SN,2022-11-17 01:31:08,14.6937,-17.4441,78.93,89,0,0.0
204,Coldstream,GB,2022-11-17 01:30:17,55.6511,-2.2529,49.98,97,100,4.56
205,Barrow,US,2022-11-17 01:34:19,71.2906,-156.7887,28.42,74,0,18.41
206,Ponta Do Sol,PT,2022-11-17 01:34:19,32.6667,-17.1,69.71,84,84,7.0
207,Marstal,DK,2022-11-17 01:34:20,54.8562,10.5173,42.71,69,48,34.52
208,Bambanglipuro,ID,2022-11-17 01:33:17,-7.95,110.2833,84.74,69,58,3.33
209,Grand-Santi,GF,2022-11-17 01:34:20,4.25,-54.3833,75.96,69,100,3.22
210,Provideniya,RU,2022-11-17 01:32:01,64.3833,-173.3,37.51,81,100,11.18
211,Haines Junction,CA,2022-11-17 01:34:21,60.7522,-137.5108,12.15,85,68,2.3
212,Buraydah,SA,2022-11-17 01:30:12,26.326,43.975,68.45,38,92,4.32
213,Auki,SB,2022-11-17 01:34:22,-8.7676,160.7034,83.14,77,46,2.33
214,Rizhao,CN,2022-11-17 01:34:22,35.4275,119.4553,59.0,60,0,5.64
215,Bonthe,SL,2022-11-17 01:34:22,7.5264,-12.505,76.55,83,54,2.08
216,Shubarkuduk,KZ,2022-11-17 01:34:23,49.1447,56.4872,24.98,78,100,9.8
217,Port-Gentil,GA,2022-11-17 01:33:17,-0.7193,8.7815,76.93,85,100,10.87
218,Sept-Iles,CA,2022-11-17 01:30:14,50.2001,-66.3821,25.32,92,100,11.5
219,Manono,CD,2022-11-17 01:34:24,-7.3,27.4167,66.25,93,93,2.55
220,Kipini,KE,2022-11-17 01:34:24,-2.5257,40.5262,75.49,83,87,2.37
221,Pisco,PE,2022-11-17 01:34:24,-13.7,-76.2167,64.45,82,0,14.97
222,Saint Austell,GB,2022-11-17 01:34:25,50.3383,-4.7658,48.43,79,35,19.3
223,Fortuna,US,2022-11-17 01:30:39,40.5982,-124.1573,51.98,87,0,4.61
224,Saint-Francois,FR,2022-11-17 01:35:25,46.4154,3.9054,55.67,71,100,4.61
225,Houma,US,2022-11-17 01:35:26,29.5958,-90.7195,48.99,79,0,9.22
226,Beloha,MG,2022-11-17 01:34:46,-25.1667,45.05,65.19,89,0,4.74
227,Isangel,VU,2022-11-17 01:35:26,-19.55,169.2667,83.73,63,87,6.69
228,Mae Sai,TH,2022-11-17 01:35:26,20.4335,99.8762,70.43,97,92,0.31
229,Portland,US,2022-11-17 01:32:32,45.5234,-122.6762,44.58,66,0,12.66
230,Yar-Sale,RU,2022-11-17 01:35:27,66.8333,70.8333,6.87,92,99,7.72
231,Vaitape,PF,2022-11-17 01:35:27,-16.5167,-151.75,79.65,72,96,1.45
232,Shubarshi,KZ,2022-11-17 01:35:28,48.5872,57.1869,24.39,78,100,8.9
233,Marsabit,KE,2022-11-17 01:35:28,2.3284,37.9899,64.38,79,25,10.54
234,Mount Gambier,AU,2022-11-17 01:35:28,-37.8333,140.7667,57.49,61,100,5.75
235,Swan River,CA,2022-11-17 01:30:33,52.1058,-101.2676,22.89,74,100,9.22
236,Arraial Do Cabo,BR,2022-11-17 01:35:29,-22.9661,-42.0278,71.91,77,97,13.96
237,Manaure,CO,2022-11-17 01:35:29,11.7751,-72.4445,80.44,84,100,14.32
238,Cherskiy,RU,2022-11-17 01:35:29,68.75,161.3,1.8,97,100,1.52
239,Pandamatenga,BW,2022-11-17 01:35:30,-18.5278,25.627,69.71,52,0,3.67
240,Faya,SA,2022-11-17 01:35:30,18.3851,42.4509,51.91,54,3,2.15
241,Atar,MR,2022-11-17 01:35:14,20.5169,-13.0499,75.49,22,0,8.79
242,Pitimbu,BR,2022-11-17 01:35:30,-7.4706,-34.8086,79.39,80,2,8.19
243,Mitsamiouli,KM,2022-11-17 01:35:31,-11.3847,43.2844,77.45,78,1,8.03
244,Margate,GB,2022-11-17 01:35:31,51.3813,1.3862,55.9,96,100,7.0
245,Road Town,VG,2022-11-17 01:35:31,18.4167,-64.6167,80.69,83,40,8.05
246,Fort Frances,CA,2022-11-17 01:35:32,48.5999,-93.4003,21.42,79,100,6.91
247,Lieksa,FI,2022-11-17 01:35:32,63.3167,30.0167,28.81,92,47,6.78
248,Alice Town,BS,2022-11-17 01:35:32,25.7167,-79.3,79.11,75,17,6.55
249,Lorengau,PG,2022-11-17 01:35:32,-2.0226,147.2712,85.39,57,99,7.99
250,Bisceglie,IT,2022-11-17 01:35:33,41.242,16.5044,61.79,84,0,8.77
251,Changping,CN,2022-11-17 01:35:33,40.2186,116.2197,42.44,30,0,2.04
252,Maryborough,AU,2022-11-17 01:35:33,-25.5333,152.7,77.11,17,56,3.94
253,Constitucion,CL,2022-11-17 01:35:34,-35.3333,-72.4167,56.88,83,10,11.81
254,Juneau,US,2022-11-17 01:32:22,58.3019,-134.4197,42.22,93,100,0.0
255,Ostrovnoy,RU,2022-11-17 01:35:34,68.0531,39.5131,30.63,88,100,10.13
256,Cabo San Lucas,MX,2022-11-17 01:35:34,22.8909,-109.9124,78.51,68,40,8.05
257,Abu Dhabi,AE,2022-11-17 01:32:57,24.4667,54.3667,77.02,83,0,2.3
258,Porto Da Folha,BR,2022-11-17 01:35:35,-9.9172,-37.2783,75.7,83,90,8.39
259,Cap Malheureux,MU,2022-11-17 01:35:35,-19.9842,57.6142,69.48,68,53,5.01
260,Pachino,IT,2022-11-17 01:35:35,36.7186,15.0907,65.77,76,81,15.7
261,San Quintin,MX,2022-11-17 01:35:35,30.4833,-115.95,61.52,54,0,1.77
262,Davila,PH,2022-11-17 01:35:36,18.4726,120.5763,84.18,62,1,4.56
263,Garmsar,IR,2022-11-17 01:35:36,35.2182,52.3409,53.83,54,50,5.84
264,Talnakh,RU,2022-11-17 01:35:36,69.4865,88.3972,-29.99,99,59,2.13
265,Chernogorsk,RU,2022-11-17 01:35:37,53.8236,91.2842,31.57,80,0,11.18
266,Hasaki,JP,2022-11-17 01:35:37,35.7333,140.8333,59.29,61,88,17.83
267,Piracanjuba,BR,2022-11-17 01:35:37,-17.3028,-49.0167,70.14,45,0,3.4
268,Nabire,ID,2022-11-17 01:35:38,-3.3667,135.4833,85.75,67,100,3.67
269,Acarau,BR,2022-11-17 01:35:38,-2.8856,-40.12,78.71,72,6,14.99
270,Cabedelo,BR,2022-11-17 01:35:38,-6.9811,-34.8339,79.47,77,1,8.28
271,Krasnoznamensk,RU,2022-11-17 01:36:38,55.5994,37.0386,24.69,86,100,4.47
272,Raudeberg,NO,2022-11-17 01:36:39,61.9875,5.1352,49.87,29,0,7.72
273,Palmer,US,2022-11-17 01:36:39,42.1584,-72.3287,40.37,74,40,10.36
274,Guigue,VE,2022-11-17 01:36:39,10.0853,-67.7792,80.42,78,100,3.44
275,Miyang,CN,2022-11-17 01:36:40,24.4042,103.4428,61.97,82,69,5.91
276,El Roble,CO,2022-11-17 01:36:40,9.1019,-75.1951,75.27,96,100,8.21
277,Kalmunai,LK,2022-11-17 01:36:40,7.4167,81.8167,75.63,80,80,11.07
278,Lyubech,UA,2022-11-17 01:36:40,51.7026,30.6569,28.51,83,100,12.19
279,Saldanha,ZA,2022-11-17 01:36:41,-33.0117,17.9442,55.45,77,94,15.82
280,Grong,NO,2022-11-17 01:36:41,64.4654,12.3149,36.68,60,2,6.78
281,Caravelas,BR,2022-11-17 01:36:41,-17.7125,-39.2481,72.27,97,100,1.43
282,Darnah,LY,2022-11-17 01:36:42,32.767,22.6367,64.33,56,0,15.03
283,Gondanglegi,ID,2022-11-17 01:36:42,-7.7479,112.0132,85.33,70,87,4.14
284,Luderitz,NA,2022-11-17 01:36:42,-26.6481,15.1594,59.23,83,15,13.06
285,Filadelfia,US,2022-11-17 01:36:14,39.9523,-75.1638,44.62,59,100,16.11
286,Kot Addu,PK,2022-11-17 01:36:42,30.4692,70.9671,59.22,38,0,2.84
287,Pochutla,MX,2022-11-17 01:36:43,15.7432,-96.4661,80.82,76,100,3.04
288,High Level,CA,2022-11-17 01:36:43,58.5169,-117.136,8.71,85,0,2.3
289,Znamenskoye,RU,2022-11-17 01:36:43,57.1281,73.8282,-5.35,96,69,5.12
290,Ottumwa,US,2022-11-17 01:36:44,41.02,-92.4113,28.94,82,100,14.97
291,Fairbanks,US,2022-11-17 01:36:11,64.8378,-147.7164,10.4,86,0,0.0
292,Versalles,FR,2022-11-17 01:36:44,48.8,2.1333,55.06,83,100,24.16
293,Iralaya,HN,2022-11-17 01:36:44,15.0,-83.2333,79.14,85,98,9.51
294,Presidencia Roque Saenz Pena,AR,2022-11-17 01:36:45,-26.7852,-60.4388,70.3,47,0,6.91
